farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha
FARM-03418,Maize,152.72,63.54,4825.5,177.25
FARM-03419,Soybean,43.18,38.62,3799.55,199.14
FARM-03420,Sugarcane,247.15,91.37,47872.47621644696,647.68
FARM-03421,Maize,198.31,68.73,4688.04,337.0
FARM-03422,Wheat,113.94,58.79,4078.06,241.55
FARM-03423,Wheat,108.33,48.79,4524.2,218.26
FARM-03424,Maize,184.6,64.48,4597.31,346.28
FARM-03425,Maize,184.78,,4830.31,311.61
FARM-03426,Soybean,119.06366626965905,52.2,4687.89,161.68
FARM-03427,Sugarcane,212.67,75.44,18432.62,431.99
FARM-03428,Wheat,126.26,43.92,4049.15,161.3
FARM-03429,Sugarcane,221.05,80.41,17641.24,442.92
FARM-03430,Soybean,49.88,54.49,3183.25,229.9
FARM-03431,Soybean,54.45,45.04,4208.08,214.1
FARM-03432,Cotton,133.79,56.26,7955.68,307.88
FARM-03433,Maize,189.85,88.63,4553.88,371.53
FARM-03434,Rice,146.05,56.86,11654.13,299.91
FARM-03435,Cotton,137.75,47.68,7204.17,267.45
FARM-03436,Sugarcane,214.41,91.82,17266.69,486.39
FARM-03437,Wheat,134.61,57.98,3408.91,275.82
FARM-03438,Soybean,49.46,70.12,4588.95,234.05
FARM-03439,Wheat,108.45,60.24,4256.41,271.92
FARM-03440,Rice,129.9,70.66,34718.66032756048,368.87
FARM-03441,Soybean,41.34,53.13,3272.89,242.95
FARM-03442,Soybean,51.71,52.92,4152.52,190.79
FARM-03443,Cotton,143.94,51.62,7014.84,348.39
FARM-03444,Soybean,54.6,76.28,3397.06,274.97
FARM-03445,Soybean,41.13,,4087.27,254.09
FARM-03446,Rice,,69.59,9736.05,493.38
FARM-03447,Maize,163.47,83.79,5248.45,398.57
FARM-03448,Wheat,127.35,46.53,3293.74,
FARM-03449,Sugarcane,217.94,86.41,15393.01,441.69
FARM-03450,Soybean,33.49,46.47,4395.77,175.72
FARM-03451,Cotton,148.34,68.98,8484.34,344.39
FARM-03452,Soybean,48.15,55.27,3652.98,270.54
FARM-03453,Maize,198.37,63.29,4442.61,257.67
FARM-03454,Wheat,117.72,41.33,3903.07,189.21
FARM-03455,Wheat,124.7,,4134.95,231.14
FARM-03456,Maize,196.53,65.45,5521.73,232.05
FARM-03457,Rice,172.74,98.68,11744.0,421.43
FARM-03458,Maize,180.24,92.97,4878.15,335.71
FARM-03459,Wheat,114.36,52.27,3933.48,217.33
FARM-03460,Soybean,43.69,58.4,3455.89,151.15
FARM-03461,Sugarcane,187.45,125.19,17417.07,597.27
FARM-03462,Maize,658.1994037078205,68.9,4802.98,323.74
FARM-03463,Cotton,173.02,78.69,7746.3,423.94
FARM-03464,Sugarcane,247.44,,17449.94,598.41
FARM-03465,Maize,169.97,93.25,5088.29,439.41
FARM-03466,Maize,214.44,46.34,5388.36,265.28
FARM-03467,Rice,152.26,97.85,10645.82,486.51
FARM-03468,Wheat,122.7,47.64,3364.29,200.67
FARM-03469,Rice,148.83,97.25,10621.86,541.13
FARM-03470,Wheat,114.77,44.0,3739.66,183.64
FARM-03471,Soybean,34.96,81.51,4174.17,304.13
FARM-03472,Rice,140.64,65.26,9858.0,370.11
FARM-03473,Maize,,53.34,5256.51,273.37
FARM-03474,Rice,170.14,77.71,9209.33,373.2
FARM-03475,Rice,138.96,52.27,10126.44,288.48
FARM-03476,Maize,215.03,66.81,4675.94,270.02
FARM-03477,Sugarcane,216.32,123.63,15840.63,558.68
FARM-03478,Maize,207.7,56.64,4941.46,250.55
FARM-03479,Maize,192.12,54.92,4776.16,220.61
FARM-03480,Wheat,122.01,56.49,4135.15,200.1
FARM-03481,Rice,169.02,81.95,9308.72,481.3
FARM-03482,Soybean,56.19,69.07,3797.94,232.98
FARM-03483,Rice,154.32,77.23,9184.78,372.53
FARM-03484,Cotton,127.73,66.59,7320.35,357.15
FARM-03485,Maize,162.25,35.0,4989.35,182.34
FARM-03486,Cotton,139.04,62.97,7494.91,365.13
FARM-03487,Maize,171.75,73.33,4297.43,299.29
FARM-03488,Rice,138.38,78.28,10682.14,484.44
FARM-03489,Cotton,450.88219989274774,73.75,6433.01,478.15
FARM-03490,Maize,,88.98,5723.69,417.28
FARM-03491,Soybean,46.47,63.8,4436.86,292.42
FARM-03492,Cotton,159.1,61.66,6635.68,320.78
FARM-03493,Sugarcane,219.38,117.32,19284.87,535.39
FARM-03494,Soybean,45.59,55.89,4194.25,267.56
FARM-03495,Cotton,158.6,55.26,6970.7,332.38
FARM-03496,Soybean,33.97,56.88,4513.32,
FARM-03497,Soybean,38.19,44.84,3857.42,142.41
FARM-03498,Maize,201.69,56.29,4797.98,235.54
FARM-03499,Cotton,173.49,69.99,7960.19,390.86
FARM-03500,Rice,163.87,75.52,9934.22,344.2
FARM-03501,Maize,168.45,76.46,16761.351929515647,283.61
FARM-03502,Cotton,157.08,91.45,7780.86,386.43
FARM-03503,Sugarcane,211.93,94.75,18629.88,470.94
FARM-03504,Cotton,170.7,63.28,8150.22,445.44
FARM-03505,Cotton,177.98,73.39,7887.34,372.24
FARM-03506,Cotton,151.7,48.12,6834.8,304.35
FARM-03507,Cotton,155.32,67.45,8660.21,418.46
FARM-03508,Rice,144.86,85.69,9380.84,420.93
FARM-03509,Soybean,36.73,50.08,4346.27,198.62
FARM-03510,Sugarcane,200.62,83.71,17059.6,385.68
FARM-03511,Soybean,42.81,47.42,4550.76,134.92
FARM-03512,Wheat,137.54,49.1,4086.75,159.81
FARM-03513,Sugarcane,196.19,,18338.35,515.81
FARM-03514,Sugarcane,199.79,96.55,17552.8,503.19
FARM-03515,Maize,201.28,85.71,5418.78,398.17
FARM-03516,Soybean,43.25,61.75,3973.47,261.69
FARM-03517,Maize,187.25,51.35,4427.92,199.13
FARM-03518,Soybean,37.67,54.42,4007.47,239.69
FARM-03519,Wheat,113.92,49.22,3836.83,210.87
FARM-03520,Rice,140.15,,9937.02,396.38
FARM-03521,Wheat,126.3,42.69,4463.99,234.43
FARM-03522,Maize,171.46,68.86,4353.61,287.11
FARM-03523,Soybean,40.12,55.43,3827.49,201.39
FARM-03524,Sugarcane,194.2,88.02,16795.79,443.65
FARM-03525,Maize,163.75,71.42,5136.9,188.57
FARM-03526,Rice,148.6,68.71,9444.17,472.43
FARM-03527,Rice,145.89,53.01,10059.67,296.52
FARM-03528,Rice,136.63,81.93,11031.81,424.28
FARM-03529,Sugarcane,238.69,79.1,18602.04,443.88
FARM-03530,Maize,168.49,83.22,4626.09,289.13
FARM-03531,Sugarcane,242.79,94.94,18546.58,497.86
FARM-03532,Sugarcane,213.86,74.38,16565.12,341.66
FARM-03533,Maize,214.89,77.03,4731.84,268.56
FARM-03534,Maize,213.39,73.06,5337.44,332.19
FARM-03535,Sugarcane,193.65,85.62,17291.1,508.35
FARM-03536,Rice,141.39,67.59,9165.21,417.44
FARM-03537,Sugarcane,209.51,91.71,16436.57,529.05
FARM-03538,Soybean,55.17,51.95,3764.76,274.96
FARM-03539,Wheat,135.84,45.16,3947.3,155.13
FARM-03540,Wheat,137.82,50.88,4395.19,204.48
FARM-03541,Rice,166.29,74.09,9480.9,405.39
FARM-03542,Soybean,31.18,61.04,4315.11,187.38
FARM-03543,Wheat,121.4,43.56,4077.36,
FARM-03544,Rice,166.47,61.33,9659.26,290.96
FARM-03545,Cotton,159.44,76.05,7494.32,378.86
FARM-03546,Soybean,48.74,51.28,3950.87,194.59
FARM-03547,Rice,147.89,68.95,9471.41,436.58
FARM-03548,Rice,148.08,70.06,10985.74,524.4
FARM-03549,Rice,135.36,63.76,9586.82,398.6
FARM-03550,Maize,200.0,53.75,5062.6,187.61
FARM-03551,Sugarcane,245.33,126.3,17699.53,603.32
FARM-03552,Wheat,118.12,48.29,3494.06,152.49
FARM-03553,Maize,205.94,85.4,5290.07,311.34
FARM-03554,Sugarcane,204.16,123.68,17513.81,800.86
FARM-03555,Cotton,138.72,70.58,8356.25,400.68
FARM-03556,Rice,399.9255945216323,86.14,10149.25,538.38
FARM-03557,Cotton,140.82,62.79,8036.12,422.23
FARM-03558,Maize,196.22,77.39,5229.97,326.82
FARM-03559,Cotton,146.62,65.17,8262.61,382.01
FARM-03560,Sugarcane,186.23,105.02,17341.91,719.06
FARM-03561,Soybean,38.61,49.29,3769.62,239.75
FARM-03562,Rice,153.15,98.98,9143.3,430.46
FARM-03563,Wheat,124.76,47.61,3236.94,174.81
FARM-03564,Soybean,50.53,66.9,3978.59,181.51
FARM-03565,Cotton,153.29,68.26,7379.82,302.29
FARM-03566,Maize,189.73,81.22,4102.93,359.69
FARM-03567,Cotton,146.68,64.6,7523.98,387.79
FARM-03568,Cotton,148.53,,7036.65,376.55
FARM-03569,Maize,179.74,67.36,5288.78,322.38
FARM-03570,Soybean,42.5,58.1,4511.6,275.31
FARM-03571,Maize,171.83,57.76,5023.0,361.64
FARM-03572,Soybean,53.14,60.07,4050.39,239.75
FARM-03573,Maize,173.5,79.11,5208.13,331.02
FARM-03574,Cotton,126.96,67.89,8160.93,346.37
FARM-03575,Rice,152.84,81.22,10281.66,380.43
FARM-03576,Wheat,119.19,57.35,4449.76,164.87
FARM-03577,Cotton,153.03,62.45,7848.66,357.05
FARM-03578,Soybean,45.37,45.62,3562.48,131.95
FARM-03579,Cotton,153.72,62.42,6250.88,360.37
FARM-03580,Maize,177.02,69.0,5014.13,319.47
FARM-03581,Cotton,169.32,71.7,7410.21,355.43
FARM-03582,Wheat,115.98,62.35,3792.71,251.12
FARM-03583,Wheat,489.6798300432011,72.58,3470.62,236.65
FARM-03584,Cotton,148.08,74.13,8482.59,431.37
FARM-03585,Rice,139.06,45.21,11559.42,243.51
FARM-03586,Wheat,138.86,51.11,3496.31,660.7675027298317
FARM-03587,Soybean,41.57,47.55,3901.48,170.61
FARM-03588,Rice,147.45,83.7,10045.01,518.47
FARM-03589,Sugarcane,214.93,135.85,15510.07,736.8
FARM-03590,Rice,147.47,64.27,10179.61,507.36
FARM-03591,Cotton,160.2,63.8,7356.19,317.96
FARM-03592,Rice,150.63,86.37,10739.49,498.84
FARM-03593,Cotton,151.78,78.67,7388.53,
FARM-03594,Soybean,42.62,50.68,4524.8,216.66
FARM-03595,Sugarcane,228.86,96.61,17253.52,595.97
FARM-03596,Soybean,49.21,49.52,4179.78,199.13
FARM-03597,Rice,162.87,77.0,8868.5,395.68
FARM-03598,Cotton,173.91,66.04,7547.51,
FARM-03599,Soybean,47.87,50.17,4011.53,163.62
FARM-03600,Maize,187.05,57.18,5338.24,380.35
FARM-03601,Rice,157.64,102.14,10627.9,497.64
FARM-03602,Soybean,38.05,58.12,3845.1,199.95
FARM-03603,Soybean,39.7,63.43,4035.6,250.6
FARM-03604,Rice,133.01,67.17,9157.12,364.51
FARM-03605,Wheat,134.87,52.93,3235.22,181.23
FARM-03606,Soybean,42.23,60.4,3236.37,304.77
FARM-03607,Sugarcane,225.85,81.04,16308.45,463.49
FARM-03608,Soybean,46.94,49.69,4256.0,280.59
FARM-03609,Maize,175.39,64.22,5134.6,307.74
FARM-03610,Sugarcane,226.7,93.86,18046.19,512.07
FARM-03611,Maize,176.79,73.81,4974.5,378.86
FARM-03612,Soybean,45.26,49.53,4208.65,233.03
FARM-03613,Cotton,143.69,57.79,7665.71,394.28
FARM-03614,Rice,149.08,57.91,11903.2,390.94
FARM-03615,Soybean,38.85,69.93,3953.37,230.3
FARM-03616,Rice,151.76,68.19,10284.66,447.74
FARM-03617,Maize,185.65,57.08,5005.55,343.54
FARM-03618,Maize,195.46,66.33,4850.04,313.69
FARM-03619,Sugarcane,215.03,123.24,16358.81,513.35
FARM-03620,Cotton,175.32,66.8,7505.02,380.97
FARM-03621,Cotton,150.12,56.54,7776.68,346.77
FARM-03622,Rice,129.35,73.41,11118.6,488.85
FARM-03623,Sugarcane,202.19,82.4,16646.02,616.38
FARM-03624,Soybean,45.13,34.11,4240.3,111.82
FARM-03625,Rice,160.99,51.71,10928.22,352.23
FARM-03626,Maize,187.94,75.89,5470.47,396.73
FARM-03627,Soybean,46.75,46.13,4120.69,195.75
FARM-03628,Sugarcane,194.91,90.8,15585.4,485.83
FARM-03629,Sugarcane,209.14,108.83,17405.1,673.41
FARM-03630,Sugarcane,207.35,131.98,17076.29,633.42
FARM-03631,Sugarcane,212.63,97.96,17438.18,490.65
FARM-03632,Sugarcane,201.51,84.15,16395.77,413.88
FARM-03633,Maize,198.03,101.24,4861.97,384.64
FARM-03634,Rice,153.37,84.93,9700.82,442.56
FARM-03635,Rice,152.78,65.99,8969.55,447.61
FARM-03636,Cotton,148.13,53.7,8121.44,270.66
FARM-03637,Cotton,143.66,65.25,6752.63,297.51
FARM-03638,Maize,209.55,49.65,4392.68,237.65
FARM-03639,Rice,160.04,58.65,9051.97,373.6
FARM-03640,Maize,185.27,64.74,4786.91,
FARM-03641,Cotton,156.47,62.13,7934.92,359.34
FARM-03642,Cotton,141.1,49.13,,225.54
FARM-03643,Maize,178.27,42.18,4462.17,253.05
FARM-03644,Soybean,50.47,45.31,4222.74,181.53
FARM-03645,Soybean,46.79,52.6,3363.59,296.38
FARM-03646,Wheat,107.65,58.36,3850.38,260.88
FARM-03647,Wheat,120.93,54.19,4487.16,189.9
FARM-03648,Wheat,130.34,54.2,3808.75,226.44
FARM-03649,Soybean,46.04,67.69,4000.6,326.47
FARM-03650,Cotton,177.77,78.69,6732.63,371.58
FARM-03651,Soybean,37.87,57.32,3516.5,180.07
FARM-03652,Cotton,147.56,59.11,7516.32,295.49
FARM-03653,Wheat,107.68,56.18,4245.29,285.93
FARM-03654,Sugarcane,201.59,107.97,18375.19,501.36
FARM-03655,Wheat,110.36,55.9,3936.31,210.85
FARM-03656,Cotton,143.34,55.18,7336.37,310.37
FARM-03657,Sugarcane,221.99,92.28,17545.43,611.8
FARM-03658,Rice,150.57,88.19,8829.37,556.9
FARM-03659,Wheat,125.6,52.0,4001.81,180.49
FARM-03660,Maize,198.14,76.49,5789.89,294.36
FARM-03661,Wheat,119.7,52.67,3889.94,217.6
FARM-03662,Rice,136.73,74.88,9678.21,362.75
FARM-03663,Maize,167.75,80.16,5699.08,447.25
FARM-03664,Cotton,147.84,81.67,7379.94,392.42
FARM-03665,Rice,147.87,81.08,10927.54,380.56
FARM-03666,Sugarcane,205.34,104.94,17072.38,521.32
FARM-03667,Rice,152.44,55.82,10334.33,241.51
FARM-03668,Soybean,53.83,50.77,4155.86,290.43
FARM-03669,Cotton,136.27,54.8,8015.81,256.52
FARM-03670,Rice,141.46,71.52,9435.14,417.32
FARM-03671,Maize,187.63,80.92,4666.1,270.25
FARM-03672,Cotton,163.08,69.73,8046.32,356.97
FARM-03673,Cotton,149.62,62.6,8583.58,1184.156803579846
FARM-03674,Maize,182.5,81.22,5481.61,469.2
FARM-03675,Cotton,140.68,81.32,7217.51,428.43
FARM-03676,Maize,181.8,68.22,4915.22,265.74
FARM-03677,Maize,,312.19140330462,5329.66,304.4
FARM-03678,Soybean,39.82,68.68,3986.1,298.22
FARM-03679,Maize,184.57,101.52,5566.1,422.39
FARM-03680,Rice,149.04,113.92,10170.74,650.85
FARM-03681,Wheat,110.99,47.98,17797.99035208294,209.49
FARM-03682,Wheat,118.29,45.37,4156.15,191.31
FARM-03683,Soybean,43.51,49.82,3828.21,188.1
FARM-03684,Maize,197.3,69.56,4921.39,226.03
FARM-03685,Cotton,140.14,66.74,7800.45,431.32
FARM-03686,Soybean,45.6,55.1,4032.2,195.7
FARM-03687,Rice,134.2,71.8,9358.66,473.18
FARM-03688,Maize,206.86,74.65,4977.88,427.0
FARM-03689,Maize,179.04,72.88,4178.56,257.67
FARM-03690,Soybean,44.36,32.22,3991.89,125.8
FARM-03691,Sugarcane,203.82,91.89,17812.74,557.07
FARM-03692,Wheat,117.17,74.21,3931.4,281.32
FARM-03693,Rice,134.44,71.09,10572.29,425.12
FARM-03694,Cotton,158.35,38.15,8484.76,194.34
FARM-03695,Soybean,47.91,62.11,4813.5,292.93
FARM-03696,Soybean,41.7,48.41,3542.56,180.03
FARM-03697,Cotton,146.74,80.28,7783.07,463.21
FARM-03698,Wheat,125.03,54.48,4157.61,236.75
FARM-03699,Soybean,51.23,53.5,3898.96,202.59
FARM-03700,Sugarcane,208.84,71.98,16198.3,472.09
FARM-03701,Maize,160.77,76.29,4688.27,353.95
FARM-03702,Maize,172.38,71.65,4397.9,358.45
FARM-03703,Soybean,48.42,59.83,3218.66,214.78
FARM-03704,Maize,169.95,44.11,5484.48,205.44
FARM-03705,Rice,127.5,54.24,8769.72,331.92
FARM-03706,Cotton,171.74,63.47,7776.61,344.77
FARM-03707,Soybean,44.59,34.04,,192.23
FARM-03708,Wheat,135.92,48.31,4876.58,
FARM-03709,Soybean,50.06,52.46,4263.72,233.25
FARM-03710,Cotton,165.24,64.57,7337.47,301.08
FARM-03711,Rice,128.07,96.98,9965.58,398.25
FARM-03712,Rice,147.36,57.81,9187.79,228.35
FARM-03713,Cotton,156.98,65.18,8010.87,414.62
FARM-03714,Soybean,44.86,62.41,4018.15,288.67
FARM-03715,Soybean,44.66,47.82,3791.27,191.77
FARM-03716,Rice,142.18,77.99,10255.8,384.86
FARM-03717,Wheat,142.15,57.12,3478.44,223.58
FARM-03718,Wheat,131.61,50.13,4257.36,157.52
FARM-03719,Maize,,70.89,5176.34,314.3
FARM-03720,Cotton,126.42,80.65,7324.19,350.98
FARM-03721,Wheat,126.94,46.13,3432.08,191.32
FARM-03722,Wheat,104.39,58.09,4517.36,269.45
FARM-03723,Wheat,120.94,68.99,3497.0,331.71
FARM-03724,Soybean,41.48,55.58,4544.48,227.64
FARM-03725,Cotton,149.25,61.02,6886.49,427.39
FARM-03726,Cotton,160.62,75.89,7775.26,314.04
FARM-03727,Rice,148.22,68.64,9782.66,384.91
FARM-03728,Soybean,39.11,58.27,3691.22,197.62
FARM-03729,Maize,183.99,85.02,4961.8,319.54
FARM-03730,Rice,169.22,86.61,9807.37,477.21
FARM-03731,Soybean,49.49,58.94,4061.04,205.36
FARM-03732,Cotton,142.33,69.5,7620.53,370.87
FARM-03733,Wheat,114.59,68.9,4060.63,258.98
FARM-03734,Wheat,130.06,60.22,3639.49,248.6
FARM-03735,Soybean,38.95,,4411.16,182.31
FARM-03736,Cotton,151.2,70.18,6772.57,413.21
FARM-03737,Maize,173.21,80.08,5084.0,364.99
FARM-03738,Rice,158.43,87.52,10910.86,534.61
FARM-03739,Rice,174.0,100.55,9344.41,696.49
FARM-03740,Wheat,127.4,71.89,4078.43,286.25
FARM-03741,Wheat,105.34,50.9,4442.74,219.18
FARM-03742,Wheat,147.6,58.43,4687.65,231.27
FARM-03743,Cotton,170.8,64.42,7082.64,257.05
FARM-03744,Rice,151.25,118.67,9777.87,569.4
FARM-03745,Maize,199.89,51.46,4404.25,260.47
FARM-03746,Rice,161.07,87.59,8884.48,548.26
FARM-03747,Maize,173.78,83.35,4820.81,371.19
FARM-03748,Maize,211.89,68.8,4658.29,324.72
FARM-03749,Wheat,132.52,43.21,4401.19,153.24
FARM-03750,Soybean,45.31,44.74,3747.17,224.8
FARM-03751,Soybean,41.25,61.33,4318.52,291.76
FARM-03752,Soybean,39.13,73.43,3775.25,285.96
FARM-03753,Soybean,40.86,44.32,4085.64,131.67
FARM-03754,Sugarcane,204.28,102.56,17886.14,610.15
FARM-03755,Maize,190.5,80.35,5186.12,235.01
FARM-03756,Wheat,114.35,60.01,4798.87,240.44
FARM-03757,Sugarcane,190.42,81.46,16378.09,412.76
FARM-03758,Cotton,161.31,56.07,8668.65,251.59
FARM-03759,Sugarcane,,127.61,17533.88,657.62
FARM-03760,Wheat,128.31,65.07,4381.05,308.81
FARM-03761,Sugarcane,232.57,100.27,17897.23,682.31
FARM-03762,Rice,163.6,89.99,8600.76,552.3
FARM-03763,Maize,185.65,70.88,5351.68,351.56
FARM-03764,Wheat,114.39,45.75,3672.96,247.06
FARM-03765,Soybean,47.48,60.92,3713.37,243.35
FARM-03766,Cotton,133.72,62.66,8482.83,234.0
FARM-03767,Soybean,47.15,,3473.25,154.08
FARM-03768,Rice,165.91,79.35,10271.74,423.94
FARM-03769,Rice,162.98,58.89,9698.97,319.73
FARM-03770,Soybean,39.23,52.99,4094.78,205.96
FARM-03771,Rice,156.62,86.83,10314.34,547.11
FARM-03772,Soybean,45.21,37.39,4159.37,240.09
FARM-03773,Cotton,151.58,53.82,7440.46,289.32
FARM-03774,Soybean,44.32,58.62,3417.11,222.39
FARM-03775,Wheat,126.79,51.23,4104.08,274.64
FARM-03776,Soybean,49.11,41.58,4732.82,180.43
FARM-03777,Soybean,42.22,67.31,4479.11,334.98
FARM-03778,Soybean,45.02,33.49,4074.08,175.85
FARM-03779,Sugarcane,216.94,103.24,17431.78,563.67
FARM-03780,Sugarcane,188.02,110.69,16783.68,675.17
FARM-03781,Sugarcane,,89.82,17611.89,385.39
FARM-03782,Maize,178.81,69.17,5312.52,264.08
FARM-03783,Soybean,36.56,57.18,4381.46,250.5
FARM-03784,Maize,181.33,78.54,5557.18,356.66
FARM-03785,Sugarcane,244.46,107.34,16697.39,494.36
FARM-03786,Wheat,108.19,56.4,4058.37,228.01
FARM-03787,Wheat,120.73,43.02,3317.32,159.25
FARM-03788,Maize,171.05,64.93,4851.2,217.71
FARM-03789,Wheat,120.51,44.97,4316.55,223.21
FARM-03790,Maize,198.88,72.47,5377.19,327.54
FARM-03791,Sugarcane,236.75,103.73,18835.38,577.44
FARM-03792,Sugarcane,236.4,85.17,17443.39,548.73
FARM-03793,Soybean,45.44,58.26,4149.6,216.03
FARM-03794,Rice,160.32,57.78,9838.99,
FARM-03795,Sugarcane,213.02,106.97,19585.91,625.18
FARM-03796,Sugarcane,219.42,105.74,16592.36,672.44
FARM-03797,Wheat,120.15,45.83,3950.03,183.47
FARM-03798,Maize,176.91,66.63,4617.67,283.13
FARM-03799,Wheat,125.64,61.25,4128.19,156.14
FARM-03800,Sugarcane,185.98,102.68,18805.27,387.48
FARM-03801,Rice,128.21,87.97,9159.31,380.34
FARM-03802,Sugarcane,222.61,72.57,16423.35,326.83
FARM-03803,Cotton,150.82,44.65,8242.3,246.7
FARM-03804,Cotton,160.06,65.05,7268.18,356.08
FARM-03805,Sugarcane,215.24,130.36,17044.98,607.46
FARM-03806,Sugarcane,213.21,130.26,17741.31,766.68
FARM-03807,Sugarcane,210.69,119.1,17213.23,626.98
FARM-03808,Rice,137.26,69.45,10754.82,592.07
FARM-03809,Maize,183.98,66.29,5375.16,293.07
FARM-03810,Wheat,126.27,55.75,3895.23,207.41
FARM-03811,Soybean,43.82,54.29,3930.37,282.27
FARM-03812,Cotton,134.8,71.25,6014.58,371.79
FARM-03813,Maize,210.75,98.86,4803.47,336.65
FARM-03814,Sugarcane,240.87,74.68,17306.04,601.01
FARM-03815,Maize,180.65,75.04,5461.35,316.94
FARM-03816,Sugarcane,197.3,73.68,18753.0,430.01
FARM-03817,Cotton,136.88,71.64,6912.91,
FARM-03818,Wheat,126.94,47.73,10925.969877808258,146.47
FARM-03819,Rice,148.73,78.82,10139.78,401.64
FARM-03820,Soybean,41.67,49.19,4042.71,161.86
FARM-03821,Cotton,160.56,59.37,7579.96,377.77
FARM-03822,Rice,163.64,108.31,11249.39,542.44
FARM-03823,Soybean,55.84,62.55,3631.32,344.86
FARM-03824,Soybean,52.05,59.66,3803.01,168.93
FARM-03825,Cotton,146.72,59.95,7454.17,398.04
FARM-03826,Sugarcane,228.47,56.0,17122.82,286.21
FARM-03827,Cotton,127.08,47.64,7438.51,269.31
FARM-03828,Cotton,169.5,50.65,,246.76
FARM-03829,Soybean,35.95,66.51,3669.22,312.67
FARM-03830,Soybean,42.9,53.1,4069.71,195.37
FARM-03831,Wheat,112.66,44.44,3301.43,164.47
FARM-03832,Rice,153.12,57.03,9795.28,279.8
FARM-03833,Maize,197.65,53.81,4667.46,244.29
FARM-03834,Rice,,80.82,10369.02,390.11
FARM-03835,Rice,132.3,77.61,11903.24,520.73
FARM-03836,Sugarcane,205.32,109.63,17642.52,631.74
FARM-03837,Cotton,131.8,54.61,7845.76,306.32
FARM-03838,Rice,152.04,108.8,9950.51,590.34
FARM-03839,Rice,150.94,69.96,8664.95,423.82
FARM-03840,Soybean,50.54,50.93,4511.41,241.63
FARM-03841,Wheat,113.33,,4020.26,248.22
FARM-03842,Soybean,55.73,58.45,3618.78,243.36
FARM-03843,Cotton,169.15,66.14,7866.15,337.19
FARM-03844,Rice,165.25,113.93,9512.74,498.2
FARM-03845,Wheat,134.58,63.01,4462.06,649.7314022196637
FARM-03846,Rice,162.23,72.47,9791.68,532.69
FARM-03847,Soybean,39.68,59.78,,253.84
FARM-03848,Soybean,40.37,51.26,4717.91,230.16
FARM-03849,Cotton,,63.39,7814.06,267.84
FARM-03850,Wheat,145.39,53.1,3789.16,188.81
FARM-03851,Soybean,42.63,46.44,3982.48,193.78
FARM-03852,Wheat,143.74,44.64,3954.42,175.7
FARM-03853,Wheat,113.12,59.21,3985.44,277.11
FARM-03854,Rice,157.78,73.4,9317.32,439.25
FARM-03855,Wheat,110.3,63.24,4137.67,221.02
FARM-03856,Maize,206.47,71.35,5438.12,285.97
FARM-03857,Soybean,51.22,55.06,4036.15,187.88
FARM-03858,Sugarcane,214.83,94.99,17056.19,495.17
FARM-03859,Maize,200.17,80.18,4796.61,281.68
FARM-03860,Soybean,47.64,60.22,4099.94,212.51
FARM-03861,Rice,135.73,93.45,8899.36,648.32
FARM-03862,Sugarcane,192.26,102.31,17667.13,492.59
FARM-03863,Wheat,103.61,44.26,3158.34,187.54
FARM-03864,Maize,196.55,54.06,5584.01,225.67
FARM-03865,Cotton,174.82,88.84,8075.37,401.63
FARM-03866,Cotton,,59.76,7069.22,312.9
FARM-03867,Rice,147.13,71.2,,380.14
FARM-03868,Soybean,43.25,58.49,4219.02,220.08
FARM-03869,Cotton,144.47,46.48,7057.56,268.2
FARM-03870,Maize,182.59,59.05,4423.91,328.58
FARM-03871,Wheat,144.04,47.18,3266.57,220.5
FARM-03872,Soybean,36.22,45.48,3563.06,193.61
FARM-03873,Sugarcane,188.15,119.34,16870.78,545.06
FARM-03874,Cotton,139.81,60.26,6350.75,406.58
FARM-03875,Cotton,164.98,50.44,7963.56,271.78
FARM-03876,Cotton,142.16,60.42,6929.57,336.07
FARM-03877,Rice,157.08,93.86,10260.72,554.44
FARM-03878,Wheat,124.06,73.23,4445.49,250.76
FARM-03879,Cotton,133.25,94.23,8182.8,425.75
FARM-03880,Soybean,46.15,33.5,4681.85,144.61
FARM-03881,Maize,192.71,66.04,5845.23,244.41
FARM-03882,Sugarcane,225.24,82.43,15487.78,451.7
FARM-03883,Sugarcane,218.91,119.94,16262.31,602.79
FARM-03884,Sugarcane,196.6,127.08,15465.18,593.32
FARM-03885,Soybean,37.31,68.62,3536.46,254.93
FARM-03886,Cotton,148.57,,7569.33,232.01
FARM-03887,Rice,132.56,108.15,8566.36,556.52
FARM-03888,Wheat,132.77,57.11,3513.18,281.12
FARM-03889,Maize,182.39,69.61,4947.33,293.43
FARM-03890,Cotton,152.4,91.59,7835.38,501.45
FARM-03891,Sugarcane,191.63,75.08,17822.57,372.29
FARM-03892,Cotton,130.35,43.6,7043.0,266.06
FARM-03893,Sugarcane,224.06,87.09,17436.81,513.51
FARM-03894,Rice,141.36,53.13,9720.43,241.88
FARM-03895,Soybean,32.07,66.08,3525.08,916.5111765635048
FARM-03896,Cotton,141.04,,7558.98,
FARM-03897,Soybean,33.57,50.9,3843.68,213.23
FARM-03898,Cotton,142.79,63.9,6601.62,1222.7189815166269
FARM-03899,Maize,180.24,69.41,5149.59,201.78
FARM-03900,Soybean,48.61,60.54,3887.04,938.9712137002516
